id;RegNo;Name;Street;City;Phone;RT90NorthSouth;RT90EastWest;URL;IndustryCodes
zSllj_C5X4;165568605470;Logic Applied AB;Doktor Sydows Gata 46;GÖTEBORG;070-2586486;6401384;1271712;;540,241
ixWsXvOOU1;165561094417;Simms Åkeri AB;Rågsveden 54;ÄPPELBO;070-5689159;6707302;1404885;;184
zxRl5mmnOU;165561726075;Plåtslageritjänst;Stensnäs;BOVALLSTRAND;0523-51848;6492009;1238592;;236
LSMssX44vm;195509248513;Älmeblads Bröd;Herrgårdsvägen 2;ROBERTSFORS;0934-10049;7130005;1745269;;263,388
hSMjZw5Xvm;167696230130;Rönnängs Brygga Brf;Rönnängs Brygga 42;RÖNNÄNG;0304-677141;6431378;1249524;;12
iiLMlCCCw5;194605167636;C G Hellströms Åkeri;Åkervägen 27;SÖDERALA;0270-287273;6796771;1562249;;979,218
dxTjjs_w-X;167220001254;Emanuelsson Mattias;Bjälbogatan 8B;LINKÖPING;013-128580;6476280;1487779;;12
0hglwX4mOU;165590140249;la Process AB;Hangarvägen 5;TÄBY;070-6571377;6594400;1631300;;406
ySgls_4vmn;168860001224;Skjutbana Söderala Aik;Valla;SÖDERALA;0270-287836;6796587;1562047;;19
V~W_-vmO1H;167128001612;Hsb Bostadsrättsförening Vårby Gård i Hu;Lammholmsbacken 197;VÅRBY;08-7402901;6573751;1618399;;12
~zxl5vvvvm;168185001792;Lerbo Bygdegård;Västra Vegred 2;VALLA;0150-664135;6540325;1535946;;85
ixl5vOUHqb;169697604412;Friberg Åhl Film HB;Kolbäcksgränd 9;BAGARMOSSEN;072-3096204;6575248;1633083;;560
0SWCmHqqko;197601255586;Bengtsson Therése;Kornvägen 9;LJUNG;0513-50878;6432343;1337570;;187
zSRP55nnU1;165566697669;Deje Rörtjänst AB;Industrivägen 10;DEJE;0552-41851;6612528;1367046;;170
xgRZC4mO1H;197807080515;Robert's Kästa Bygg;Kästadalsvägen 13;HUDDINGE;073-7559824;6569343;1621548;;522
ySPPs444vm;196809267898;Näsmans Bilsadelmakeri;Axvägen 6A;SUNDSVALL;060-614251;6920915;1575415;;500,407
yLWC5UGqbk;162021000225;Kriminalvården Frivården Skellefteå;Strandgatan 47;SKELLEFTEÅ;077-2280800;7192699;1745216;;399
hhzTWCvmnO;168860000564;Norrala Idrottsförening;Borg;NORRALA;0270-30304;6803834;1565717;;19
hzxl2-1HGq;193809010493;Firman Jakob Lindberg;Kristinebergs Strand 35;STOCKHOLM;08-6640741;6581605;1624767;;237
VVLTWWZs_C;165566614698;Roasjö Trä AB;Roasjö Västergårdsvägen;SVENLJUNGA;0325-33170;6383266;1330092;;229,409
hMRCmqJ7eu;165565842134;Stenqvist Bilservice i Nässjö;Smålandsgatan 26;NÄSSJÖ;0380-12734;6390527;1434377;;153
hzMWWR_Cw5;165566651336;L-H Eriksson AB;Bäckmora;NJUTÅNGER;0650-71083;6831029;1559540;;231
dxj51ABB6F;165566547914;Nt Trading AB;Herrgårdsvägen 47B;UPPLANDS VÄSBY;08-59071414;6601907;1619537;;502,76
xllC-nUHqb;165564585197;Gånghesters Mekaniska AB;Djupedalsvägen 13;GÅNGHESTER;070-3212916;6400248;1334880;;171
LgRRRjjs_C;195310125975;Bäckström Stellan;Granudden 2;ARVIDSJAUR;070-5377233;7273446;1677203;;1079
Lgl_Cwwww5;165560425547;Tord Carlssons Åkeri AB;Klippsjövägen;KUNGSHAMN;0523-30930;6480233;1234767;;979,218
yzRjZ_vvnO;162120000225;Ansgarsvallen;John Åkerlunds Väg 10A;SIGTUNA;08-59126000;6612415;1606833;;123
dTP5vqK7eu;168020018019;Barnavårdscentral Mullsjö Vårdcentral;Kyrkvägen 1;MULLSJÖ;0392-14306;6422877;1386106;;103
~TMjZX4U1H;165567095707;Hj Konsult & Utveckling AB;Kölinge Bostället 14;UPPSALA;018-259020;6657884;1614366;;540,241
yxMWssCCCw;168470002240;Makedoniska Föreningen Pelister;Kyrkoköpinge Byaväg 12;TRELLEBORG;0410-17465;6142290;1333750;;85
0~~dlwXX4v;165565972881;K. Ekman & Partners AB;Sveavägen 17;STOCKHOLM;070-6240010;6581472;1628533;;237
xM_X111HGq;169697011592;Ö - Livs HB;Sandtångsvägen 12;HYPPELN;031-964401;6411444;1250623;;268,1145,1140
zddMPC5Xvm;165569214470;Nopy i Västerås AB;Enhagsvägen 10;VÄSTERÅS;073-7872274;6605144;1541051;;1079
VTZXvGJJK7;165563940823;st. Råby Maskin AB;Stora Råby Byaväg 60;LUND;046-2113125;6175963;1338568;;8
hzgsvnnOU1;162120000605;Svalörtens Fritidshem;Klavrevägen 28;NORRHULT;0474-47239;6333838;1460800;;175
ySSTP_w-4v;165569818247;Urban Sträng Finans AB;Hudiksvallsvägen 18;STRÖMSBRUK;072-5707157;6862611;1579508;;385
VgglZXU1HG;162321000073;Distriktssköterska Överums Vårdcentral;Bruksgatan 16;ÖVERUM;0493-70129;6429530;1530261;;464,466
zWsCnnqbko;165566640883;Greppbart Vetlanda AB;Delfingatan 4;VETLANDA;0383-18820;6366915;1456741;;594
LgM_wXvvvm;165564525094;J K Byggprojektering;Engelbrektsgatan 10;BORLÄNGE;0243-10832;6707686;1478941;;1079
dRlZs_Cw5-;165564226883;Kärrberg Engineering AB;Tegelslagarevägen 17;KRISTIANSTAD;044-209180;6214873;1398275;;406
LLWs-X4nOU;195204270291;Försäljning & Ekonomi Konsult Ulf Nyström;Storbergsvägen 25;HUDDINGE;08-7112007;6572108;1623748;;385,249
yVzRPC5XX4;165565413084;Mantfood AB;Olof Dalins Väg 14;STOCKHOLM;08-6188615;6581601;1624927;;388
VhzSl511HG;167164095833;Riksbyggens Brf Gbghus Nr 48;Mölndalsvägen 33;GÖTEBORG;031-408470;6402287;1272832;;12,13
yLxjw4vvvm;165565332284;Snickeriet Henry Ladekvist;Snickerigatan 1;KIL;0554-12013;6601282;1358200;;165
xxlCOGGGGq;168190009327;Jazzgymnasterna;Östra Bergsgatan 6;NYKÖPING;0155-212011;6515271;1570210;;19
VLddPj-X4v;165566265939;Mlb Medicinska;Sturegatan 15;UPPSALA;018-502280;6639679;1601956;;466
VLWPs511HG;169164461585;A Karlsson & Söner Byggnadsentreprenad;Hebegatan 4B;GÖTEBORG;031-257430;6404633;1273609;;522,193
Vzlw-vnnnO;169696638189;Installationstekninkerna;Lindvallen Bruna Byn 27;SÄLEN;0280-26171;6785615;1359394;;406
Vdg22wmnOU;165560726977;preem;Ronnebyvägen 3;KARLSKRONA;020-450450;6229931;1487836;;184
zzRjs4qqbk;168148011300;Arlanda Amerikansk Fotboll;Tingvallavägen 3E;MÄRSTA;08-59123769;6612798;1615248;;19
LTggj51JAK;165560090838;All Square AB;Monsungatan 51;GÖTEBORG;070-8820100;6403700;1267650;;385
zxRZ-n11Gq;165567127443;Univektor AB;Långbacka 229;DELSBO;0653-40064;6854223;1534330;;523,173
V~xgls4vmn;162321000032;Distriktssköterska Malmköpings Vårdcentral;Siegrothsvägen 14;MALMKÖPING;0157-18450;6557374;1553163;;464,466
dgMZvGbbbk;165564517489;Hälsoforum i Storuman AB;Skolgatan 17;STORUMAN;0951-77475;7221966;1561460;;120
y~TWlPPPPj;196407016994;Gyllensvaans Dam & Herr Drop In;Kungsgatan 43;LYSEKIL;0523-10435;6469519;1243701;;187
~MM2_-HGqb;162520036811;Spannarps Kyrka;Spannarp;TVÅÅKER;0340-43304;6332102;1289563;;93
dSPwUoAAAK;165564776341;Ma Svetsprodukter i Skellefteå AB;Metallvägen 5;SKELLEFTEÅ;0910-777900;7192157;1749172;;232
VgP2s-11HG;195403035180;Helmfors Konstruktion;Monsungatan 34;GÖTEBORG;070-4451750;6403894;1267692;;254
0hxgMl5-X4;162520025343;Begravningsplats Grelsbyn;Grelsbyn;ÖVERKALIX;0926-77218;7375054;1815254;;93
LzlPwObkoJ;162321000081;Vidablicks Vårdcentrum;Vidablick;RONNEBY;0457-18442;6230297;1466925;;419,120
ySljCmbkoJ;165563506764;Boutique Eden AB;Edsbergs Torg 28;SOLLENTUNA;08-4404968;6593703;1622545;;49,69
iddxTZ-X4v;162321000065;Mödravårdscentral Lenhovda Vårdcentral;Oskarshamnsvägen 1-3;LENHOVDA;0474-29626;6319509;1468387;;526
LxTTZ5Oqbk;169696785923;Konfektyr Compagniet;Per Albin Hanssons Väg 40;MALMÖ;040-81151;6164865;1323325;;384
~TM_-1KK7e;168140007694;Robinsson Kruses & Fredags Vänner;Uddvägen 11;NACKA;08-6400426;6578587;1631530;;85
VTPsmqkkko;165563068328;Åke Enkvist Åkeri AB;Göransvägen 33;VÄNNÄS;0935-12027;7093994;1692738;;979,218
hTjsvmGJAK;165567092340;Gävle Idrottsbingo AB;Hattmakargatan 6B;GÄVLE;026-103572;6729526;1573374;;148
Vxl2-4qbko;162520031911;Uppsala-Näs Kyrka;Uppsala-Näs;UPPSALA;018-360307;6629744;1596560;;93
~~WWZ-4vmn;168020036425;Allhuset Stockholms Universitets Studentkår;Universitetsvägen 9;STOCKHOLM;08-154100;6584702;1628109;;95
zzMWP-OU1H;162321000073;Barnhälsovården Borgholms Vårdcentral;Tullgatan 38;BORGHOLM;0485-15166;6305723;1552030;;103
zSMP_vmmmn;169165788127;Sala Elarmatur HB;Rådmansgatan 2;SALA;0224-16740;6644951;1544887;;53,38
~SPZ4nbkoJ;162321000156;Barnavårdscentral Forshaga Vårdcentral;Europavägen 4;FORSHAGA;054-618900;6603147;1368699;;103
Lzg24Hqqqb;165566831912;Åsele Vulk AB;Skolgatan 10;ÅSELE;0941-10419;7118243;1575030;;153,155
zRPw5OkJAK;193502075736;Gustafsson Per;Barrgatan 7;HERRLJUNGA;0513-12569;6441731;1336079;;1459
xxj_4UoJAK;162321000032;Barnavårdscentral Mariefreds Vårdcentral;Solvändan 3;MARIEFRED;0159-29006;6572385;1580453;;103
VTTl_X1HGq;162321000032;Mödravårdscentral Mariefreds Vårdcentral;Solvändan 3;MARIEFRED;0159-29025;6572385;1580453;;526
0dSg2_vmnO;162321000024;Eriksberg barnavårdscentral;Granitvägen 5;UPPSALA;018-6117881;6637028;1600673;;103
y00LL~RlPj;162520000023;Hammarby Kyrka;Hammarby Kyrkväg 4;UPPLANDS VÄSBY;08-59082872;6603808;1619874;;93
y~RRZZZs_C;195606058526;Änglafröjd;Storgatan 15;ARVIDSJAUR;0960-12008;7281027;1655357;;67
0~dW_CXnOU;165565899423;Rothoff Mark & Anläggning AB;Årsta Skolgränd 4;STOCKHOLM;08-6454425;6577726;1626577;;522,220
hSRRPjjjj2;195004085956;Firma Nilsson Leif;Forstena;VÄSTRA TUNHEM;0520-421386;6471790;1299050;;522,220
dWsmk7cEaQ;165566473400;Train Consulting i Uppsala;Gårdsvägen 29;UPPSALA;018-425800;6634110;1607515;;385
VdP__-OU1H;197506092738;Tingsryds Mark o Entreprenad;Bokvägen 10;TINGSRYD;0477-12040;6267584;1449319;;522,220
zgMs_CCCCw;165560772419;Tandläkare Elisabet Friberg;Kungsgatan 1;STOCKHOLM;0521-10991;6581669;1628989;;113
y0TTljsss_;165564480951;Birger Adolfsson Byggkonsult AB;Box 95;BORENSBERG;0141-41500;;;;1079,406
dTRZ4q7euc;162321000016;Barnavårdscentral Trångsunds Vårdcentral;Trångsundstorget 9;TRÅNGSUND;08-12345430;6569729;1632840;;103
zzMW2swww5;169164146756;Östgöta Databokföring KB;Follingegatan 4;SKÄNNINGE;0142-40008;6474790;1457899;;385,249
dxgPsmnOU1;198403295655;Andersson Steel Speed;Snickaregatan 2;VÅRGÅRDA;073-5253199;6438741;1322424;;153
yV~zRsC5-X;196705270160;Skälsätra fotvård;Vallmovägen 14;TYRESÖ;08-7987070;6568876;1638258;;369
VLgW2CXnOU;165564636750;FFC Kemi AB;Energivägen 5;TYRESÖ;070-4752850;6571988;1639203;;383
~ST2Z51HGq;195410057219;Sams Elektriska;Sköttmors Väg 1F;BORLÄNGE;070-3730514;6706220;1476570;;156
LWZCOOoJAK;162321000180;Mödravårdscentral Malungs Vårdcentral;Moravägen 14;MALUNG;0280-498230;6731588;1386114;;526
~Wj2_4444v;195407070191;Westin Peter;Ekebergabacken 56;FARSTA;08-948164;6572095;1631106;;160
~RPCXHAK7e;162321000016;Upplands Väsby Barnavårdscentral;Dragonvägen 92;UPPLANDS VÄSBY;08-58733848;6601773;1619143;;103
dTMlCnnnU1;195804230653;Juristbyrån Balkan;Kulladalsgatan 6C;MALMÖ;040-135912;6163949;1323168;;700
xSj-mbeucE;162321000206;Mödravårdscentral Skönsberg Vårdcentral;Medborgargatan 30D;SUNDSVALL;060-182480;6921899;1579393;;526
ihdR2sCw5-;195910131514;M.p.e. Service Konsult;Ängskär Kolonivägen 14;HÅLLNÄS;0294-36131;6708457;1624425;;232
ySMs51koJA;195501172976;Bäckmark Anders;Hummelstad Ekdalen;ANKARSRUM;070-5883634;6406867;1527483;;8
xxWlwUoJAK;162321000032;Ungdomsmottagning Trosa;Tomtaklintgatan 2;TROSA;0156-53517;6532463;1601025;;470
xRswOJEaQB;162321000081;Distriktssköterska Trossö Vårdcentral;Stortorget 3;KARLSKRONA;0455-735761;6225830;1486484;;464,466
ySRCXvOOOU;169164141898;Salong Susanne;Storgatan 24;BOXHOLM;0142-50161;6452808;1455698;;187
zls5UAaQB6;162321000081;Mödravårdscentral Trossö Vårdcentral;Stortorget 3;KARLSKRONA;0455-735780;6225830;1486484;;526
dWW_C-1HGq;162321000214;Distriktssköterska Zätagränd Vårdcentral;Zätagränd 1;ÖSTERSUND;063-142160;7008094;1441119;;464,466
xlsXvUqqko;165561163618;Afb Design AB;Bengtsgården 1;LJUNG;073-8480500;;;;
yyhSls55X4;165567831069;Malvacom AB;Campus Gräsvik 4;KARLSKRONA;070-8576417;;;;
xlP--m11Gq;165567691208;Ranarp Vård AB;Sillgränd Vård AB;MÖLLE;070-6252811;;;;
yzddMZww-X;165567660690;Räknegruppen i Stockholm AB;Lingvägen 103;ENSKEDE;070-2717563;6573558;1629987;;
yVSMswnO1H;165562896406;Food For Every Mood Ffem AB;Villagatan 5;STOCKHOLM;08-205284;6582353;1629031;;
ySjjXnGqko;165562991322;Atlas Häftes AB;Dag Hammarskjölds Väg 3E;LUND;046-320180;6178584;1337289;;
y~dWZw555-;;S M U i Årjäng;Gamla Vägen 10;ÅRJÄNG;0573-711661;6591453;1291810;;
0TjZwnnnOU;196307114840;Hg International;Engelbrektsgatan 28;GÖTEBORG;031-7081880;6403506;1271738;;
hTPwwvqboJ;194610173371;Andersson  Sven Åke Edvin;Kopparemåla 110;RÖDEBY;0455-93075;6248709;1491266;;
VTZ-1AKKK7;194502051453;Hedlund Clas Göran Harry;Brunnby 113;ÖRBYHUS;018-337388;6674057;1600386;;
~~WCnHqqqb;;Leya Import HB;Villavägen 17;SÖDERALA;0270-287120;6796621;1562113;;
LgP5v1qqko;195304294399;Lars Lindkvist;Truedatorp 4041A;VITTSJÖ;040-127550;6250395;1372230;;
i0TjX11Gbk;169164069776;Fama-Läromedel HB;Tiundagatan 37;UPPSALA;018-516089;6639138;1601029;;
ySMjww---X;;Snigelsnäckan AB;Skvadronsgatan 8;MALMÖ;040-150985;6166900;1321829;;
yzzlP55Xvm;165590034715;Salong Florence i Sala AB;Åkragatan 4A;SALA;0224-414159;6645137;1544019;;
LMlwvqqkJA;165569540163;Din Bokföringsbyrå i Sweden AB;Drottninggatan 3;HELSINGBORG;042-122212;6217473;1306023;;
yxxSSjjZ_C;165565672473;Ingrid Hagman Läkarbolag AB;Östermalmsgatan 76;STOCKHOLM;08-6584928;6582209;1629599;;
hLLLgZZ_w5;165562377522;Cassel Värmeteknik AB;Box 2057;SALTSJÖ-BOO;08-7470960;;;;
0S2svnGqqb;165566405998;L & J Pettersson Produktion och Utbildning AB;Tengdahlsgatan 26;STOCKHOLM;08-102100;6578811;1630377;;
h~gMM__w-X;165565994836;Wagenborg Shipping Sweden AB;Box 207;MALMÖ;040-927230;;;;
izdPwUUHqb;165569910937;Svema Guld & Silver AB;Verkstadsgatan 5;FALKÖPING;0515-18435;6450997;1368491;;
zMMs_nnUHG;169696661959;Budfadern Transporter KB;Arkivgatan 3;GÖTEBORG;031-408877;6403467;1271769;;
VdRCOooA7e;165568449846;Bj Lots AB;Oxhagsvägen 72;VENDELSÖ;08-6472231;6566848;1636761;;
xjXOquuEQB;165569923039;Himalayan Chili AB;Olivedalsgatan 13;GÖTEBORG;031-126155;6402888;1270246;;
ddMP2ZZZZs;194812114819;Gunillas Smått & Gott;Stenarsbön 19;HEDEKAS;0524-61026;6513610;1272375;;
zTgZ-vmO1H;165569535072;Jgl Konsult AB;Kungsklippan 9;STOCKHOLM;08-6545216;6580939;1627655;;
0LxxRRZZ_C;195608300157;pianostämmare Mikael Selander;Wollmar Yxkullsgatan 40;STOCKHOLM;070-6668507;6579398;1628129;;
iidPC-XvnO;165565807400;Svante Kullanders Åkeri AB;Eskilsäters-Byn Almkullen;SÄFFLE;0533-23089;6538338;1348172;;
dRPCOk77uc;165567569628;Rollnstroll AB;Kammakargatan 8A;STOCKHOLM;08-234202;6582066;1628549;;
VVzMWj2sCw;165590039706;Sub Hässelby AB;Hässelby Torg 8;HÄSSELBY;08-380303;6584717;1615886;;
xRZ4UqboAK;165590114483;Panagiotis Bygg & Fastighetsservice AB;Karlavagnsgränd 16;JÄRFÄLLA;08-42873660;6587700;1615293;;
iVVxTljZ_C;165567150338;Fastigheten Månstrimman AB;Idrottsvägen 13;TÖRE;0923-640060;7329231;1810967;;
zgggZ5XvnO;169697576552;Wa-Gården HB;Storgatan 10;HYLTEBRUK;0345-17991;6322155;1344106;;
VVdglsC5X4;165590318696;M&j Mix AB;Västra Storgatan 39;KRISTIANSTAD;044-102099;6212470;1397172;;
xxj_-nUHqb;165590210315;Torjon Förvaltnings AB;Åsatorpsvägen 17;LIDKÖPING;0510-787812;6490066;1343444;;
V~dSWZ_w-X;165569459463;Skillytaire AB;Älgsjökullvägen 5;FREDRIKSBERG;070-4830444;6669744;1419726;;
dTl2CvnUHG;165590096839;Restaurang Zupperia AB;Västra Vallgatan 2;VARBERG;0340-13030;6336705;1284513;;
zTglZ-4mOU;165590231436;Ett Vackert Kök i Nacka AB;Hesselmans Torg 5;NACKA;08-4629590;6578437;1631877;;
ihMs5mO1Gq;165590249370;L&l Asian Food AB;Järnvägsgatan 9;STRÄNGNÄS;0152-16888;6584534;1569560;;
ixMZw4qqbk;194901315103;Ulla-Britts Skrivdata;Hovås Sandkulleväg 2;HOVÅS;070-5301007;6394023;1269133;;
yzdPwwvnU1;165563025302;CW Materialteknik AB;Risätersvägen 9;RÅDA;0563-60000;6655090;1376767;;
VxRsXUUUU1;165564982105;PMSC AB;Kungsgatan 6;STOCKHOLM;08-6145130;6581679;1628885;;
izxTWRs-X4;194911210534;Orontes Kebab;Odengatan 60;STOCKHOLM;08-328829;6582449;1627861;;
~gRjjCnnOU;194907221693;T.a. Förgyllare;Storgatan 53A;TORSHÄLLA;016-120749;6589593;1537806;;
~gP5m1HHHG;;A. A. Anonyma Alkoholister;Källarbacken 2;KRISTINEHAMN;0550-81793;6577107;1403223;;
zRCXnbkkoJ;165566359104;Jfk-Ekonomiresursen AB;Bellmansgatan 78;UPPSALA;070-6250285;6641127;1603399;;
xlZ-mGGGGq;;Hjärt- och Lungsjukas Lokalförening Botkyrka/Salem;Gröndalsvägen 12A;TUMBA;08-53060751;6565820;1615826;;
VLSl_mUUU1;;Bocentrum i Halmstad AB;Brogatan 42;HALMSTAD;035-156055;6286950;1318941;;
hSMsC-vU1H;169697157684;Västra Fönsterhantverkarna HB;Kvibergsvägen 5;GÖTEBORG;031-466060;6407413;1275343;;
y0T2w4qkoJ;195207068239;Calcad Elconsulting;Hagvägen 5;ÖSTERSUND;070-2958148;7007398;1443854;;
y~Slj2222Z;169165674517;Eds Fisk P O Wahrnberg & Co HB;Gamla Edsvägen 2B;ED;0534-61877;6539164;1277079;;
yhMls4vvvm;165562064039;I.p.a.b. Industriprojekt i Norberg AB;Engelbrektsgatan 99;NORBERG;0223-23190;6660993;1506714;;
LLggZsXmnO;196705174800;Cras Camilla;;;08-6040300;;;;
xRZXO1Aeuc;165562849322;Forsler Invest AB;Lilla Bommen 1;GÖTEBORG;031-7712860;6405213;1271337;;
dxggsC4nOU;168024273107;Världsbutikföreningen Solen;Plangatan 7;ALINGSÅS;0322-19080;6427449;1306016;;
zddRRs___C;165560329103;Färdtjänst Kumla;;;019-175030;;;;
~~gjZ_C-X4;196312128900;Taråza;;;0301-30001;;;;
iixWZ-4U1H;;Zeqiraj Jahja;Arendals Allé;GÖTEBORG;031-3371766;6403978;1262806;;
xP-4OUHkoJ;194202051431;Botkyrka Bergtjänst;Åshusby 141;ROSERSBERG;08-53177438;6609891;1618546;;
xWRl22-vmn;165564110772;Landsjö Buss och Taxi AB;Västerlandsjö 144;ARNÄSVALL;070-2177664;7040156;1647705;;
~Rj-vHHHqb;165567347413;Svensk Pension och Finans Information AB;Grönegatan 19A;LUND;046-5610700;6177777;1335590;;
dM2-OObK7e;;Hjärt & Lungsjukas Förening;Kyrkogatan 4;TORSBY;0560-10769;6671683;1344573;;
xWlP_vOHGq;169697043363;Boma Företagssupport KB;Stövargatan 49;BANDHAGEN;08-209180;6572534;1627165;;
LdWWP-444v;169165975906;Kangas Motorservice KB;Kranvägen 1;HAPARANDA;0922-10987;7328598;1878952;;
yxW_-O111H;195509297999;Dykarklubben Lagun;Raholmsvägen 122A;ANKARSVIK;060-587435;6920336;1582930;;
hTj-vqK77e;;RFMH Solrosen i Leksand;Fiskgatan 5;LEKSAND;0247-13918;6735270;1455708;;
ydTWlPPs_C;195805034302;FAS-föreningen;Borgmästargatan 6;LANDSKRONA;0418-481150;6197676;1313885;;
dRP25vmmmn;193108086442;Firma G M Produkter Hansson Gunilla;Långövägen 11;KARLSTAD;054-831162;6585777;1368276;;
zR__wwv1HG;165566953567;Bdb Bankernas Depå AB;Dalagatan 7;STOCKHOLM;08-7894550;6581703;1627764;;
iLzxWRZss_;162220000711;Lotsen;Gullberna Park;KARLSKRONA;0455-24401;6229287;1489359;;
LxSP_-OGqb;165564687985;Dala Prospektering AB;Stallvägen 6;LYCKSELE;0950-13300;7170010;1638635;;
0hMMMP2-X4;;Essential Aircraft Maintenance Serv A/s;Arlanda Flygplats 5;STOCKHOLM-ARLANDA;08-59490122;;;;
zWlC-vHGGq;;Båstad Back Office Service AB;Musterivägen;BÅSTAD;0431-17180;6259365;1317592;;
idxMWZsss_;165566754080;Röjskog Närke AB;Dohnafors Boängen;ASKERSUND;0583-60014;6526683;1442887;;
~zg2CvOkoJ;;Bionutria Danmark Holding Asp;Glava Glasbruk;GLAVA;0570-41191;6605673;1311454;;
hxxMMR222Z;;G M P Graphic AB;Kullaviksvägen 179;KULLAVIK;031-932785;6386883;1267547;;
hhSjCwOGqb;195703136340;Haggärde Maria;Gruvgången 127;KARLSTAD;073-9310192;6586232;1366503;;
~ddRZ41bko;165566910823;Erra Consulting;Enbärsvägen 7;KUNGSBACKA;0300-20178;6377010;1274971;;
LTWRl544mn;;Hansson de Company Birgitta;Gamlehagsliden 6;KÅLLERED;031-7950785;6394378;1274805;;
Vhgs5OUUU1;165563212314;Eyescream Kommunication AB;Kopparlunden;VÄSTERÅS;021-313000;6606916;1543801;;
yxWC4OUUU1;193609255801;Nyttokonst;Rönngatan 7;SÄFFLE;0533-41753;6560078;1336108;;
dlwvnquQB6;196012284037;Fiskboden;Krypvensvägen 18;BEDDINGESTRAND;0410-24198;6138836;1348813;;
00LSSMMMRl;196312233213;Maud Hanssons Konstsmide;Kolgårdsgatan 5;VISBY;0498-287044;6392346;1649405;;
V~Ws-nOOOU;165565598355;Ben & Son Company AB;Kyrkogatan 5;TORSBY;0560-10600;6671781;1344669;;
~zRsXOHHqb;194607088533;Robusst;Kalvshällavägen 9;JÄRFÄLLA;0550-13892;6589867;1617069;;
~TTRP_wnOU;165567035752;Finshyttan Hydropower AB;Finnshyttan 10;FILIPSTAD;0590-16102;6624246;1407611;;
dSl24UJcEa;165566907951;Vinsta Fönster & Tak AB;Krossgatan 25;VÄLLINGBY;08-50002652;6585233;1616506;;
LddPCX444v;165566057724;Inventor i Torsby AB;Rinn;TORSBY;0560-14605;6675660;1350350;;
hzSP_-vGqb;167696143085;Waldorfpedagogik på Orust Ekonomisk Förening;Slussen 314;HENÅN;0304-37041;6467205;1262645;;
zlCmmG7aQB;165566832803;Selma & Oscar;Frejgatan 19;STOCKHOLM;08-227180;6582958;1628240;;
LSgMWZv1HG;165566462890;Creative Office i Stockholm AB;Smidesvägen 4;SOLNA;08-7999211;6584119;1623871;;
LTlwwOGJAK;;Röda Korset;Spelmansgatan 47;KRISTINEHAMN;0550-15959;6577510;1403145;;
xxxlZ544mn;197305230810;movie star;Bäckgatan 8;VARBERG;0340-675154;6336590;1284539;;
LglssCXXX4;;Novus Butiksdata AB;Datavägen 6;ASKIM;020-961014;6397098;1270048;;
Ldg2-OJJK7;165564002086;Butiks Kommunikation Stockholms Dekoratö;Stora Nygatan 44;STOCKHOLM;08-209122;6580245;1628966;;
zzMP_XmmOU;197005169342;Vision 5 Seller;Frostmätarevägen 58;TROLLHÄTTAN;0520-75721;6464510;1293823;;
~dMPwwmqbk;165567293591;West Valley Logging AB;Västra Ärnäs 4019;LIMA;0280-32078;6756457;1368217;;
hhzTPZZ__C;194904208974;Olsson Huskonsult;Löparstigen 5;ARVIDSJAUR;0960-13160;7281242;1656398;;
VxTPsCOO1H;165561936393;Viavanti System AB;Instrumentvägen 29;HÄGERSTEN;08-7268890;6578157;1624015;;
VTZ5XXGqqb;169382010347;Linderöds Torv;Svensköpsvägen 304;LINDERÖD;044-340032;6199163;1376567;;
iVdP-XnnnO;;Västsvenska Taxklubben;Tallvägen 1;YTTERBY;0303-58755;6421503;1270069;;
xjZ_4H7QB6;169165818197;Gudmunds Slöjd;Sjurbergsvägen 24;RÄTTVIK;0248-10057;6753707;1460901;;
yzl_-vb7eu;;Tusen & Ennatt Fastighetsförvaltning AB;Granvägen 8;LEKSAND;070-5213013;6734215;1456101;;
~T2w51oJJA;;Mariadöttrarna av den evangeliska Mariavägen;Tegnérgatan 40;LIMHAMN;040-156413;6165291;1318542;;
VglPjwU11H;165563177194;Gramineer Technology AB;Sölvegatan 41;LUND;046-168618;6179352;1337177;;
y0SSjjjCw5;165566034392;Happy Land Holding AB;Lyckebovägen 26;SJÖMARKEN;033-122260;6402414;1323651;;
hMss_mHHqb;165562145465;Norix AB;Elektrodgatan 1;VÄSTERÅS;021-810880;6614543;1542785;;
0T244mmmOU;165566596325;Mould Express Höghastighetsfräsning AB;Sandtorpsvägen 10;NYNÄSHAMN;08-50008134;6534872;1622991;;
dWZ54HooAK;165564313822;AB Produktionslogistik Njurunda-Sjövik-Klippan;;;0435-13310;;;;
dg2__4vvnO;165567520118;Plattsättarna i Västerås AB;Tunbytorpsgatan 16;VÄSTERÅS;021-131831;6614203;1542711;;
~MRwv1qqko;195005205173;Bengt Båysen;Slätteberg 206;FALKENBERG;0346-19367;6318651;1298601;;
zdW2C4nnU1;198308245995;William Sürer;Timmervägen 1;SKÖVDE;0500-488814;6479767;1386952;;
ddl_mbcrfD;;Hjälp till Liv;Friggesundsvägen 8B;BJURÅKER;070-2402077;6865168;1539034;;
yL~RPZ_ww5;;Beauty For All Seasons;Kvarngränd 5A;FALUN;023-29884;6722033;1489935;;
zzTRsvOkoJ;;Stylist Malin Qvänstedt;Björnebergsvägen 13;JÖNKÖPING;036-2106225;6409097;1401320;;
xMRRZXXXvm;194404061949;Max Rengöringsprodukter;Ulvåsa;MOTALA;0141-71225;6492516;1461917;;
